176464,1611985,1.487352,65153434.9398419,1.4667810000000001,6217513.285154538,0.15233799999999942
176464,1611985,1.4535219999999998,49759409.55075506,2.379224,4693070.926621601,0.2945380000000002
176464,1611985,1.4737330000000002,43739172.008056656,2.264025,3913108.2985584033,0.2500429999999998
176464,1611985,1.443816,47578242.80231991,2.4114030000000004,4534265.421423321,0.25638200000000033
176464,1611985,1.4448349999999999,51034447.77197428,2.397255,4768212.3785320725,0.25723899999999933
176464,1611985,1.4611020000000001,11302823.093485652,2.4699289999999996,1072305.3188672243,0.2593569999999996
176464,1611985,1.448474,25589319.067113344,2.508006,2468564.802339961,0.2558859999999994
176464,1611985,1.449554,54971807.364457786,2.3896439999999997,5152283.046648374,0.2528839999999999
176464,1611985,1.443724,41799134.24400001,2.335205,3788336.694198151,0.25448700000000013
176464,1611985,1.455885,68511796.37003541,2.4706069999999998,6578952.475671042,0.2537700000000003
176464,1611985,1.448994,62755914.84174859,2.5102149999999996,6024812.4872438945,0.2535910000000001
176464,1611985,1.4489600000000002,234067680.77449328,2.1710609999999995,2098321.949007482,0.05769000000000002
176464,1611985,1.4552939999999999,607364912.332,2.5213750000000004,6160655.475510449,0.05894099999999991
176464,1611985,1.449485,307533436.9154963,2.622962,2941636.302151943,0.05874799999999958
176464,1611985,1.4510519999999998,539750344.9286383,3.499504,5158772.582126173,0.08578699999999984
